ID,GlideNumber,Country,OtherCountry,long,lat,Area,Began,Ended,Validation,Dead,Displaced,MainCause,Severity,zipcode
4751,,USA,,-95.2398,36.7091,250078.73,2019-05-20,2019-05-27,FloodLIst,0,4000,Heavy Rain,2.0,74301
4770,,USA,,-76.6469,39.0794,25782.65,2019-07-10,2019-07-12,FloodList,2,100,Torrential Rain,1.5,21108
4771,,USA,,-91.751,30.1493,58048.15,2019-07-09,2019-07-13,FloodList,0,50,Torrential Rain and Tropical Storm,1.5,70582
4797,,USA,,-95.4473,29.4687,33023.95,2019-09-19,2019-09-22,FloodList,6,0,Tropical Storm Imelda,2.0,77545
4854,,USA,,-86.728,35.6388,138726.87,2019-12-28,2019-12-31,FloodList,2,0,Heavy Rain,1.5,37034
4876,,USA,,-88.3364,31.8833,108059.77,2020-02-10,2020-02-17,FloodList,0,300,Heavy Rain,2.0,36908
4899,,USA,,-83.7588,39.3553,126521.34,2020-03-22,2020-04-03,FloodList,8,30,Heavy Rain,1.5,45146
4915,,USA,,-84.4764,43.2488,6215.87,2020-05-18,2020-05-20,FloodList,0,10000,Dam breaks and Heavy Rain,2.0,48806
4962,,USA,Haiti,-70.9417,19.5642,138227.84,2020-08-22,2020-08-30,FloodList,72,600000,Tropical Storm Laura,2.0,
4964,,USA,,-86.5796,32.6508,193717.87,2020-09-15,2020-09-18,FloodList,0,0,Tropical Storm Sally,2.0,36051
4991,,USA,,-79.9483,35.7337,48932.78,2020-11-10,2020-11-20,FloodLIst,7,0,Tropical Storm Eta,2.0,27350
5014,,USA,,-123.423,44.8553,68968.0,2021-01-11,2021-01-13,USGS Gauging,0,0,Heavy Rain,1.0,97344
5037,,USA,,-155.41,19.607,11889.2,2021-03-09,2021-03-11,FloodList,0,100,Heavy Rain and Dam Break,2.0,96771
5044,,USA,,-84.3156,36.833,99257.64,2021-02-28,2021-03-02,FloodList,0,0,Torrential Rain,1.5,42634
5074,,USA,,-93.1366,31.4521,90600.7,2021-05-16,2021-05-28,FloodList,0,250,Heavy Rain,2.0,71452
5081,,USA,,-84.996,33.4811,545514.29,2021-06-19,2021-06-21,FloodList,15,0,Tropical Storm Claudette,1.5,30116
5082,,USA,,-86.5177,39.196,13396.63,2021-06-18,2021-06-20,FloodList,1,0,Torrential Rain,1.5,47406
5102,,USA,,-110.581,36.419,281607.33,2021-07-22,2021-07-28,FloodList,4,0,Torrential Rain,2.0,
5117,,USA,,-86.728,35.8118,31230.27,2021-08-21,2021-08-23,FloodLIst,22,0,Torrential Rain,2.0,37046
5118,,USA,,-91.751,30.2853,39063.25,2021-08-29,2021-08-29,GFMS Prediction,95,0,Tropical Storm Ida,1.5,70517
5125,,USA,,-87.4085,33.3824,5985.94,2021-09-18,2021-09-20,FloodList,1,0,Torrential Rain,1.0,35475
5128,,USA,,-86.6291,32.4901,35416.48,2021-10-06,2021-10-09,FloodList,4,0,Torrential Rain,1.5,36067
