Five-Digit ZIP Code,Year,Annual Change (%),HPI,HPI with 1990 base,HPI with 2000 base
19144,2003,11.69,400.6,159.1,130.34
19144,2004,12.72,451.57,179.34,146.92
19144,2005,16.59,526.49,209.09,171.3
19144,2006,12.15,590.43,234.48,192.1
19144,2007,6.97,631.61,250.84,205.5
19144,2008,2.87,649.76,258.05,211.41
19144,2009,-3.25,628.66,249.67,204.54
19144,2010,-1.88,616.87,244.98,200.7
19144,2011,-2.01,604.49,240.07,196.67
19144,2012,1.27,612.19,243.13,199.18
19144,2013,-5.55,578.18,229.62,188.12
19144,2014,2.92,595.06,236.32,193.61
19144,2015,5.32,626.71,248.89,203.9
19144,2016,3.08,646.04,256.57,210.19
19144,2017,9.95,710.3,282.09,231.1
19144,2018,7.81,765.75,304.11,249.14
19144,2019,7.54,823.5,327.04,267.93
19144,2020,6.9,880.35,349.62,286.43
19144,2021,15.21,1014.22,402.79,329.98
19144,2022,11.73,1133.21,450.04,368.7
19144,2023,2.13,1157.33,459.62,376.55
19144,2024,-1.02,1145.48,454.92,372.69
19355,1979,,100.0,40.61,33.56
19355,1980,19.92,119.92,48.7,40.24
19355,1981,0.72,120.79,49.05,40.53
19355,1982,-0.06,120.72,49.02,40.51
19355,1983,7.67,129.98,52.79,43.62
19355,1984,11.33,144.7,58.77,48.56
19355,1985,4.47,151.17,61.39,50.73
19355,1986,12.45,169.98,69.03,57.04
19355,1987,13.68,193.23,78.47,64.84
19355,1988,17.1,226.27,91.89,75.93
19355,1989,4.37,236.15,95.91,79.25
19355,1990,4.27,246.23,100.0,82.63
19355,1991,-1.12,243.48,98.88,81.71
19355,1992,0.59,244.91,99.46,82.19
19355,1993,1.13,247.67,100.58,83.11
19355,1994,-0.48,246.48,100.1,82.72
19355,1995,-0.17,246.08,99.94,82.58
19355,1996,1.61,250.05,101.55,83.91
19355,1997,2.44,256.15,104.02,85.96
19355,1998,3.82,265.93,108.0,89.24
19355,1999,4.04,276.67,112.36,92.85
19355,2000,7.7,297.99,121.02,100.0
19355,2001,6.54,317.48,128.93,106.54
19355,2002,8.24,343.63,139.55,115.32
19355,2003,5.56,362.72,147.31,121.72
19355,2004,12.43,407.8,165.61,136.85
19355,2005,12.79,459.96,186.8,154.35
19355,2006,8.06,497.05,201.86,166.8
19355,2007,3.24,513.18,208.41,172.21
19355,2008,-1.9,503.45,204.46,168.95
19355,2009,-2.77,489.52,198.8,164.27
19355,2010,-2.02,479.65,194.79,160.96
19355,2011,-1.82,470.91,191.25,158.03
19355,2012,-2.07,461.17,187.29,154.76
19355,2013,1.6,468.55,190.28,157.24
19355,2014,4.68,490.46,199.18,164.59
19355,2015,2.74,503.88,204.63,169.09
19355,2016,2.16,514.78,209.06,172.75
19355,2017,3.65,533.57,216.69,179.06
19355,2018,1.91,543.74,220.82,182.47
19355,2019,4.06,565.79,229.78,189.87
19355,2020,3.08,583.23,236.86,195.72
19355,2021,7.55,627.3,254.76,210.51
19355,2022,13.16,709.84,288.28,238.21
19355,2023,9.3,775.86,315.09,260.36
19355,2024,5.91,821.68,333.7,275.74
19522,1986,,100.0,71.75,65.22
19522,1987,7.9,107.9,77.41,70.37
19522,1988,11.07,119.84,85.98,78.16
19522,1989,14.44,137.14,98.39,89.44
19522,1990,1.63,139.38,100.0,90.91
19522,1991,2.45,142.79,102.45,93.13
19522,1992,-0.24,142.45,102.2,92.9
19522,1993,0.59,143.29,102.8,93.45
19522,1994,2.51,146.89,105.39,95.8
19522,1995,-2.56,143.13,102.69,93.35
19522,1996,0.67,144.09,103.38,93.98
19522,1997,3.12,148.6,106.61,96.92
19522,1998,2.67,152.57,109.46,99.51
19522,1999,1.21,154.41,110.78,100.71
19522,2000,-0.7,153.32,110.0,100.0
19522,2001,7.44,164.73,118.19,107.44
19522,2002,3.81,171.01,122.7,111.54
19522,2003,4.24,178.26,127.9,116.27
19522,2004,9.61,195.39,140.19,127.44
19522,2005,12.31,219.45,157.45,143.13
19522,2006,10.54,242.57,174.04,158.21
19522,2007,1.72,246.75,177.03,160.93
19522,2008,1.51,250.48,179.71,163.36
19522,2009,-5.34,237.09,170.11,154.64
19522,2010,-2.52,231.11,165.81,150.73
19522,2011,-3.1,223.96,160.68,146.07
19522,2012,-3.0,217.24,155.86,141.69
19522,2013,-1.14,214.77,154.09,140.08
19522,2014,0.34,215.5,154.61,140.55
19522,2015,2.05,219.93,157.79,143.44
19522,2016,2.82,226.13,162.24,147.49
19522,2017,4.28,235.81,169.18,153.8
19522,2018,1.55,239.46,171.8,156.18
19522,2019,2.83,246.24,176.67,160.6
19522,2020,6.03,261.1,187.33,170.29
19522,2021,9.94,287.05,205.95,187.22
19522,2022,11.73,320.72,230.11,209.18
19522,2023,10.99,355.98,255.4,232.17
19522,2024,7.59,383.0,274.79,249.8
19605,1979,,100.0,73.93,69.7
19605,1980,-18.52,81.48,60.24,56.8
19605,1981,-7.88,75.06,55.5,52.32
19605,1982,,,,
19605,1983,,82.1,60.7,57.23
19605,1984,11.65,91.67,67.77,63.9
19605,1985,1.95,93.46,69.1,65.14
19605,1986,3.87,97.07,71.77,67.66
19605,1987,9.23,106.03,78.39,73.91
19605,1988,12.32,119.09,88.05,83.01
19605,1989,11.97,133.35,98.59,92.95
19605,1990,1.43,135.26,100.0,94.28
19605,1991,4.81,141.76,104.81,98.81
19605,1992,-1.25,139.98,103.49,97.57
19605,1993,1.19,141.64,104.72,98.73
19605,1994,0.21,141.93,104.94,98.93
19605,1995,0.36,142.45,105.31,99.29
19605,1996,-0.86,141.22,104.41,98.44
19605,1997,2.35,144.54,106.86,100.75
19605,1998,-1.03,143.05,105.76,99.71
19605,1999,1.88,145.73,107.74,101.58
19605,2000,-1.56,143.46,106.07,100.0
19605,2001,6.37,152.6,112.83,106.37
19605,2002,3.0,157.18,116.21,109.56
19605,2003,3.71,163.01,120.52,113.63
19605,2004,7.49,175.23,129.55,122.14
19605,2005,12.41,196.98,145.64,137.31
19605,2006,8.9,214.51,158.6,149.53
19605,2007,5.49,226.3,167.31,157.74
19605,2008,-1.95,221.89,164.05,154.67
19605,2009,-3.9,213.24,157.65,148.64
19605,2010,-3.49,205.79,152.15,143.44
19605,2011,-3.22,199.17,147.25,138.83
19605,2012,-4.87,189.47,140.08,132.07
19605,2013,-1.69,186.27,137.72,129.84
19605,2014,0.85,187.85,138.88,130.94
19605,2015,2.02,191.64,141.69,133.58
19605,2016,1.49,194.5,143.8,135.58
19605,2017,4.97,204.16,150.95,142.31
19605,2018,5.57,215.54,159.36,150.24
19605,2019,3.56,223.22,165.03,155.59
19605,2020,3.95,232.03,171.55,161.73
19605,2021,13.63,263.67,194.94,183.79
19605,2022,15.17,303.66,224.51,211.67
19605,2023,9.94,333.84,246.82,232.7
19605,2024,4.29,348.18,257.42,242.69
20608,2002,,100.0,,
20608,2003,10.33,110.33,,
20608,2004,19.55,131.9,,
20608,2005,32.14,174.28,,
20608,2006,7.52,187.38,,
20608,2007,12.28,210.4,,
20608,2008,-11.18,186.87,,
20608,2009,-10.23,167.76,,
20608,2010,-2.21,164.04,,
20608,2011,-15.14,139.21,,
20608,2012,-0.33,138.76,,
20608,2013,-1.0,137.38,,
20608,2014,-0.13,137.2,,
20608,2015,21.62,166.86,,
20608,2016,-5.37,157.9,,
20608,2017,-4.26,151.17,,
20608,2018,10.52,167.07,,
20608,2019,-0.51,166.22,,
20608,2020,0.91,167.73,,
20608,2021,22.28,205.1,,
20608,2022,11.32,228.31,,
20608,2023,,,,
20608,2024,,,,
21042,1975,,100.0,33.6,27.1
21042,1976,4.55,104.55,35.12,28.33
21042,1977,2.6,107.27,36.04,29.07
21042,1978,7.47,115.28,38.73,31.24
21042,1979,18.09,136.13,45.73,36.89
21042,1980,12.3,152.87,51.36,41.42
21042,1981,8.36,165.65,55.65,44.89
21042,1982,-1.72,162.8,54.69,44.11
21042,1983,6.85,173.96,58.44,47.14
21042,1984,3.65,180.3,60.57,48.86
21042,1985,8.32,195.31,65.62,52.92
21042,1986,7.61,210.17,70.61,56.95
21042,1987,9.39,229.9,77.24,62.3
21042,1988,12.29,258.16,86.73,69.95
21042,1989,9.53,282.78,95.0,76.62
21042,1990,5.26,297.66,100.0,80.66
21042,1991,1.54,302.25,101.54,81.9
21042,1992,0.9,304.97,102.46,82.64
21042,1993,0.18,305.52,102.64,82.79
21042,1994,0.61,307.4,103.27,83.3
21042,1995,0.01,307.42,103.28,83.3
21042,1996,1.9,313.26,105.24,84.88
21042,1997,1.42,317.71,106.74,86.09
21042,1998,2.34,325.13,109.23,88.1
21042,1999,3.91,337.83,113.5,91.54
21042,2000,9.24,369.04,123.98,100.0
21042,2001,8.35,399.86,134.33,108.35
21042,2002,10.43,441.54,148.34,119.65
21042,2003,7.23,473.45,159.06,128.29
21042,2004,18.74,562.19,188.87,152.34
21042,2005,21.32,682.05,229.14,184.82
21042,2006,8.5,740.05,248.62,200.53
21042,2007,-2.24,723.47,243.05,196.04
21042,2008,-3.25,699.95,235.15,189.67
21042,2009,-5.67,660.25,221.81,178.91
21042,2010,-3.58,636.64,213.88,172.51
21042,2011,-1.77,625.37,210.1,169.46
21042,2012,0.4,627.87,210.94,170.14
21042,2013,3.3,648.56,217.89,175.74
21042,2014,2.4,664.15,223.12,179.97
21042,2015,0.8,669.44,224.9,181.4
21042,2016,2.72,687.67,231.02,186.34
21042,2017,0.74,692.76,232.74,187.72
21042,2018,2.98,713.37,239.66,193.3
21042,2019,0.37,716.02,240.55,194.02
21042,2020,1.42,726.16,243.96,196.77
21042,2021,6.37,772.43,259.5,209.31
21042,2022,11.39,860.45,289.07,233.16
21042,2023,7.91,928.53,311.94,251.61
21042,2024,4.57,970.94,326.19,263.1
21108,1978,,100.0,40.66,34.05
21108,1979,16.65,116.65,47.43,39.72
21108,1980,8.09,126.09,51.27,42.93
21108,1981,17.55,148.21,60.27,50.47
21108,1982,-31.17,102.01,41.48,34.73
21108,1983,37.08,139.84,56.86,47.61
21108,1984,7.99,151.01,61.4,51.42
21108,1985,5.81,159.78,64.97,54.4
21108,1986,8.69,173.66,70.61,59.13
21108,1987,8.64,188.66,76.71,64.24
21108,1988,14.27,215.59,87.67,73.41
21108,1989,9.74,236.6,96.2,80.56
21108,1990,3.94,245.93,100.0,83.74
21108,1991,2.31,251.62,102.31,85.68
21108,1992,0.33,252.46,102.66,85.96
21108,1993,0.11,252.73,102.76,86.05
21108,1994,-0.33,251.88,102.42,85.77
21108,1995,0.64,253.49,103.07,86.31
21108,1996,2.92,260.89,106.08,88.83
21108,1997,-0.79,258.84,105.25,88.13
21108,1998,3.42,267.7,108.85,91.15
21108,1999,4.34,279.31,113.57,95.11
21108,2000,5.15,293.69,119.42,100.0
21108,2001,9.51,321.61,130.77,109.51
21108,2002,8.75,349.74,142.21,119.09
21108,2003,10.42,386.19,157.04,131.5
21108,2004,17.98,455.63,185.27,155.14
21108,2005,23.23,561.49,228.32,191.19
21108,2006,13.07,634.85,258.15,216.17
21108,2007,-2.67,617.92,251.26,210.4
21108,2008,-3.5,596.29,242.47,203.04
21108,2009,-8.8,543.82,221.13,185.17
21108,2010,-4.22,520.89,211.81,177.36
21108,2011,-2.48,507.99,206.56,172.97
21108,2012,-3.22,491.61,199.9,167.39
21108,2013,3.79,510.25,207.48,173.74
21108,2014,2.78,524.44,213.25,178.57
21108,2015,2.42,537.11,218.4,182.89
21108,2016,1.82,546.91,222.38,186.22
21108,2017,-0.92,541.9,220.35,184.51
21108,2018,5.97,574.26,233.51,195.54
21108,2019,0.58,577.6,234.87,196.67
21108,2020,4.74,604.97,245.99,205.99
21108,2021,7.68,651.41,264.88,221.8
21108,2022,6.15,691.5,281.18,235.45
21108,2023,10.15,761.69,309.72,259.36
21108,2024,11.09,846.15,344.06,288.11
21770,1986,,100.0,67.31,58.17
21770,1987,6.99,106.99,72.01,62.23
21770,1988,16.34,124.46,83.77,72.4
21770,1989,13.74,141.56,95.28,82.34
21770,1990,4.95,148.57,100.0,86.42
21770,1991,1.24,150.41,101.24,87.49
21770,1992,0.17,150.67,101.41,87.64
21770,1993,-0.25,150.3,101.16,87.42
21770,1994,0.87,151.61,102.04,88.19
21770,1995,0.24,151.97,102.28,88.4
21770,1996,-0.83,150.71,101.44,87.66
21770,1997,1.91,153.58,103.37,89.34
21770,1998,3.36,158.75,106.85,92.34
21770,1999,1.15,160.58,108.08,93.41
21770,2000,7.06,171.91,115.71,100.0
21770,2001,8.37,186.31,125.4,108.37
21770,2002,11.41,207.56,139.7,120.74
21770,2003,8.44,225.09,151.5,130.93
21770,2004,18.75,267.29,179.9,155.48
21770,2005,22.57,327.61,220.5,190.56
21770,2006,6.59,349.21,235.04,203.13
21770,2007,1.65,354.99,238.93,206.49
21770,2008,-9.23,322.23,216.88,187.43
21770,2009,-14.01,277.1,186.51,161.18
21770,2010,-2.73,269.54,181.42,156.79
21770,2011,-5.09,255.83,172.19,148.81
21770,2012,-0.88,253.57,170.67,147.5
21770,2013,-0.19,253.1,170.35,147.22
21770,2014,10.42,279.48,188.11,162.57
21770,2015,-3.85,268.73,180.88,156.32
21770,2016,6.1,285.13,191.91,165.86
21770,2017,2.37,291.9,196.47,169.79
21770,2018,4.41,304.78,205.14,177.29
21770,2019,2.48,312.33,210.22,181.68
21770,2020,1.07,315.66,212.46,183.61
21770,2021,11.23,351.12,236.33,204.24
21770,2022,13.1,397.13,267.29,231.0
21770,2023,3.8,412.22,277.45,239.78
21770,2024,0.19,413.01,277.98,240.24
21783,1990,,100.0,100.0,81.85
21783,1991,0.07,100.07,100.07,81.91
21783,1992,4.17,104.24,104.24,85.32
21783,1993,1.01,105.3,105.3,86.19
21783,1994,-1.77,103.44,103.44,84.66
21783,1995,-1.69,101.68,101.68,83.23
21783,1996,1.5,103.21,103.21,84.48
21783,1997,9.64,113.16,113.16,92.62
21783,1998,0.21,113.39,113.39,92.81
21783,1999,4.24,118.2,118.2,96.75
21783,2000,3.36,122.17,122.17,100.0
21783,2001,5.08,128.38,128.38,105.08
21783,2002,7.65,138.2,138.2,113.12
21783,2003,5.37,145.62,145.62,119.2
21783,2004,17.8,171.55,171.55,140.41
21783,2005,25.09,214.58,214.58,175.64
21783,2006,9.84,235.7,235.7,192.92
21783,2007,1.33,238.84,238.84,195.49
21783,2008,-9.52,216.1,216.1,176.88
21783,2009,-12.52,189.03,189.03,154.73
21783,2010,-8.49,172.98,172.98,141.58
21783,2011,-6.65,161.47,161.47,132.16
21783,2012,-2.15,157.99,157.99,129.32
21783,2013,-0.77,156.78,156.78,128.33
21783,2014,1.99,159.9,159.9,130.88
21783,2015,3.09,164.84,164.84,134.92
21783,2016,9.41,180.34,180.34,147.61
21783,2017,2.64,185.11,185.11,151.51
21783,2018,7.32,198.66,198.66,162.61
21783,2019,0.06,198.77,198.77,162.7
21783,2020,2.93,204.59,204.59,167.46
21783,2021,10.0,225.05,225.05,184.2
21783,2022,13.37,255.13,255.13,208.83
21783,2023,8.18,276.01,276.01,225.92
21783,2024,5.68,291.69,291.69,238.75
22652,1999,,100.0,,86.45
22652,2000,15.67,115.67,,100.0
22652,2001,7.87,124.77,,107.87
22652,2002,-0.08,124.67,,107.78
22652,2003,8.4,135.14,,116.83
22652,2004,12.06,151.44,,130.92
22652,2005,21.04,183.31,,158.47
22652,2006,20.78,221.4,,191.4
22652,2007,-0.61,220.05,,190.24
22652,2008,-6.14,206.54,,178.56
22652,2009,-7.36,191.34,,165.42
22652,2010,-10.78,170.72,,147.59
22652,2011,-8.78,155.72,,134.62
22652,2012,0.28,156.16,,135.0
22652,2013,0.2,156.47,,135.27
22652,2014,1.72,159.15,,137.59
22652,2015,4.4,166.16,,143.65
22652,2016,-2.58,161.87,,139.94
22652,2017,7.58,174.13,,150.54
22652,2018,-4.6,166.12,,143.61
22652,2019,14.49,190.19,,164.42
22652,2020,2.21,194.39,,168.06
22652,2021,17.63,228.66,,197.68
22652,2022,15.05,263.07,,227.43
22652,2023,2.81,270.46,,233.82
22652,2024,,,,
23832,1976,,100.0,46.93,38.29
23832,1977,12.76,112.76,52.92,43.17
23832,1978,6.62,120.23,56.42,46.03
23832,1979,9.93,132.16,62.02,50.6
23832,1980,7.22,141.7,66.5,54.25
23832,1981,3.59,146.79,68.89,56.2
23832,1982,-5.51,138.7,65.09,53.1
23832,1983,17.76,163.34,76.65,62.54
23832,1984,-0.72,162.16,76.1,62.09
23832,1985,6.07,172.01,80.72,65.86
23832,1986,3.22,177.55,83.32,67.98
23832,1987,5.55,187.4,87.94,71.75
23832,1988,6.93,200.38,94.03,76.72
23832,1989,3.51,207.41,97.33,79.41
23832,1990,2.74,213.09,100.0,81.58
23832,1991,1.47,216.23,101.47,82.79
23832,1992,2.41,221.43,103.92,84.78
23832,1993,1.05,223.76,105.01,85.67
23832,1994,0.58,225.07,105.62,86.17
23832,1995,3.68,233.36,109.52,89.35
23832,1996,2.0,238.04,111.71,91.14
23832,1997,1.23,240.97,113.09,92.26
23832,1998,2.58,247.19,116.0,94.64
23832,1999,2.83,254.19,119.29,97.32
23832,2000,2.75,261.19,122.57,100.0
23832,2001,6.49,278.14,130.53,106.49
23832,2002,5.21,292.63,137.33,112.04
23832,2003,4.47,305.7,143.46,117.04
23832,2004,10.21,336.91,158.11,128.99
23832,2005,15.45,388.96,182.53,148.92
23832,2006,15.6,449.63,211.01,172.15
23832,2007,4.19,468.46,219.84,179.36
23832,2008,-2.51,456.7,214.33,174.86
23832,2009,-6.81,425.59,199.72,162.94
23832,2010,-5.51,402.13,188.72,153.96
23832,2011,-9.25,364.92,171.25,139.72
23832,2012,-3.43,352.4,165.38,134.92
23832,2013,1.17,356.53,167.32,136.51
23832,2014,3.5,369.0,173.17,141.28
23832,2015,4.66,386.17,181.23,147.85
23832,2016,4.74,404.48,189.82,154.86
23832,2017,5.38,426.24,200.03,163.19
23832,2018,5.31,448.87,210.65,171.86
23832,2019,5.27,472.51,221.75,180.91
23832,2020,5.75,499.7,234.5,191.32
23832,2021,12.76,563.48,264.44,215.74
23832,2022,16.46,656.24,307.97,251.25
23832,2023,8.54,712.3,334.28,272.72
23832,2024,8.64,773.82,363.15,296.27
23901,1992,,100.0,,80.5
23901,1993,-1.86,98.14,,79.0
23901,1994,3.77,101.85,,81.98
23901,1995,2.73,104.63,,84.22
23901,1996,6.34,111.26,,89.56
23901,1997,0.57,111.9,,90.07
23901,1998,3.3,115.59,,93.05
23901,1999,-2.49,112.72,,90.73
23901,2000,10.21,124.23,,100.0
23901,2001,6.05,131.74,,106.05
23901,2002,1.9,134.25,,108.07
23901,2003,3.74,139.27,,112.11
23901,2004,5.44,146.85,,118.21
23901,2005,12.81,165.66,,133.35
23901,2006,9.08,180.7,,145.46
23901,2007,6.96,193.27,,155.58
23901,2008,-0.69,191.94,,154.51
23901,2009,-1.6,188.88,,152.04
23901,2010,-4.19,180.96,,145.67
23901,2011,-5.14,171.65,,138.17
23901,2012,-1.64,168.83,,135.9
23901,2013,3.55,174.83,,140.73
23901,2014,-1.57,172.08,,138.52
23901,2015,-3.36,166.3,,133.87
23901,2016,2.5,170.47,,137.22
23901,2017,8.47,184.91,,148.85
23901,2018,-2.36,180.54,,145.33
23901,2019,4.37,188.44,,151.69
23901,2020,5.65,199.09,,160.26
23901,2021,5.85,210.75,,169.65
23901,2022,14.4,241.1,,194.08
23901,2023,8.54,261.68,,210.65
23901,2024,2.37,267.89,,215.65
23947,2003,,100.0,,
23947,2004,16.86,116.86,,
23947,2005,5.81,123.65,,
23947,2006,8.04,133.58,,
23947,2007,3.8,138.65,,
23947,2008,0.19,138.92,,
23947,2009,-1.66,136.6,,
23947,2010,-13.39,118.31,,
23947,2011,11.65,132.09,,
23947,2012,-5.74,124.51,,
23947,2013,0.56,125.2,,
23947,2014,6.55,133.4,,
23947,2015,-6.25,125.07,,
23947,2016,-5.82,117.79,,
23947,2017,10.92,130.66,,
23947,2018,-0.46,130.06,,
23947,2019,2.3,133.06,,
23947,2020,-1.39,131.2,,
23947,2021,13.27,148.62,,
23947,2022,12.34,166.96,,
23947,2023,,,,
23947,2024,,228.39,,
25661,2002,,100.0,,
25661,2003,3.39,103.39,,
25661,2004,9.75,113.48,,
25661,2005,-7.87,104.54,,
25661,2006,8.91,113.85,,
25661,2007,-2.63,110.86,,
25661,2008,,,,
25661,2009,,115.63,,
25661,2010,6.37,123.0,,
25661,2011,3.89,127.79,,
25661,2012,-8.27,117.22,,
25661,2013,5.27,123.4,,
25661,2014,-8.69,112.68,,
25661,2015,,,,
25661,2016,,,,
25661,2017,,,,
25661,2018,,119.36,,
25661,2019,,,,
25661,2020,,,,
25661,2021,,138.68,,
25661,2022,,,,
25661,2023,,,,
25661,2024,,,,
25705,1986,,100.0,92.95,66.83
25705,1987,-0.45,99.55,92.53,66.53
25705,1988,6.22,105.74,98.29,70.66
25705,1989,1.08,106.88,99.35,71.43
25705,1990,0.66,107.59,100.0,71.9
25705,1991,3.77,111.64,103.77,74.61
25705,1992,2.16,114.05,106.01,76.22
25705,1993,5.44,120.25,111.77,80.36
25705,1994,2.54,123.31,114.62,82.41
25705,1995,6.12,130.86,121.63,87.45
25705,1996,1.56,132.9,123.53,88.81
25705,1997,3.59,137.67,127.96,92.0
25705,1998,4.36,143.67,133.54,96.01
25705,1999,-0.67,142.71,132.65,95.37
25705,2000,4.86,149.64,139.09,100.0
25705,2001,4.16,155.86,144.87,104.16
25705,2002,2.41,159.62,148.36,106.67
25705,2003,2.06,162.91,151.42,108.87
25705,2004,4.11,169.6,157.65,113.34
25705,2005,5.38,178.73,166.13,119.44
25705,2006,3.92,185.74,172.64,124.12
25705,2007,1.63,188.76,175.46,126.15
25705,2008,2.84,194.12,180.43,129.73
25705,2009,-1.45,191.31,177.82,127.85
25705,2010,-1.12,189.18,175.84,126.42
25705,2011,0.8,190.69,177.25,127.44
25705,2012,0.58,191.8,178.28,128.18
25705,2013,-1.3,189.3,175.95,126.51
25705,2014,5.15,199.05,185.01,133.02
25705,2015,-2.8,193.47,179.83,129.29
25705,2016,-0.46,192.57,179.0,128.69
25705,2017,1.07,194.64,180.91,130.07
25705,2018,-1.07,192.55,178.97,128.68
25705,2019,4.86,201.92,187.68,134.94
25705,2020,2.63,207.22,192.61,138.48
25705,2021,9.69,227.29,211.27,151.9
25705,2022,5.8,240.48,223.52,160.71
25705,2023,8.19,260.17,241.83,173.87
25705,2024,3.52,269.33,250.34,179.99
27349,1992,,100.0,,73.34
27349,1993,-2.98,97.02,,71.15
27349,1994,8.72,105.47,,77.35
27349,1995,1.33,106.87,,78.38
27349,1996,10.91,118.54,,86.93
27349,1997,2.19,121.13,,88.84
27349,1998,6.85,129.43,,94.92
27349,1999,2.65,132.87,,97.44
27349,2000,2.62,136.36,,100.0
27349,2001,4.92,143.07,,104.92
27349,2002,3.04,147.42,,108.11
27349,2003,0.66,148.4,,108.83
27349,2004,0.75,149.52,,109.65
27349,2005,4.93,156.89,,115.06
27349,2006,-0.73,155.75,,114.23
27349,2007,6.88,166.47,,122.08
27349,2008,0.17,166.75,,122.29
27349,2009,-0.59,165.76,,121.56
27349,2010,-2.06,162.35,,119.06
27349,2011,-3.58,156.54,,114.8
27349,2012,-6.52,146.34,,107.32
27349,2013,6.98,156.56,,114.82
27349,2014,-0.2,156.25,,114.59
27349,2015,4.5,163.28,,119.74
27349,2016,-0.69,162.14,,118.91
27349,2017,-0.6,161.18,,118.2
27349,2018,8.96,175.62,,128.8
27349,2019,10.88,194.73,,142.81
27349,2020,2.42,199.44,,146.26
27349,2021,10.41,220.19,,161.48
27349,2022,19.65,263.45,,193.21
27349,2023,12.35,295.99,,217.07
27349,2024,2.63,303.78,,222.79
27350,1993,,100.0,,72.96
27350,1994,8.13,108.13,,78.89
27350,1995,9.18,118.05,,86.14
27350,1996,-4.05,113.28,,82.65
27350,1997,9.09,123.57,,90.17
27350,1998,3.03,127.31,,92.89
27350,1999,2.69,130.74,,95.39
27350,2000,4.83,137.05,,100.0
27350,2001,6.32,145.71,,106.32
27350,2002,2.77,149.74,,109.26
27350,2003,-0.25,149.36,,108.98
27350,2004,2.88,153.66,,112.12
27350,2005,3.22,158.6,,115.73
27350,2006,4.21,165.29,,120.6
27350,2007,1.35,167.52,,122.23
27350,2008,2.11,171.05,,124.81
27350,2009,-2.62,166.57,,121.54
27350,2010,-3.36,160.98,,117.46
27350,2011,-1.13,159.15,,116.13
27350,2012,-2.84,154.63,,112.82
27350,2013,1.62,157.14,,114.65
27350,2014,-4.04,150.78,,110.02
27350,2015,4.0,156.81,,114.42
27350,2016,4.58,164.0,,119.66
27350,2017,3.41,169.59,,123.74
27350,2018,6.79,181.11,,132.14
27350,2019,0.81,182.58,,133.22
27350,2020,9.06,199.12,,145.28
27350,2021,10.8,220.62,,160.98
27350,2022,18.22,260.81,,190.3
27350,2023,3.05,268.76,,196.1
27350,2024,17.35,315.39,,230.12
28020,2003,,100.0,,
28020,2004,7.57,107.57,,
28020,2005,1.6,109.29,,
28020,2006,3.57,113.19,,
28020,2007,3.01,116.59,,
28020,2008,1.37,118.19,,
28020,2009,-9.2,107.32,,
28020,2010,-2.24,104.92,,
28020,2011,,,,
28020,2012,,97.63,,
28020,2013,14.02,111.31,,
28020,2014,-8.81,101.51,,
28020,2015,,,,
28020,2016,,111.8,,
28020,2017,11.04,124.14,,
28020,2018,-1.45,122.34,,
28020,2019,,,,
28020,2020,15.79,141.66,,
28020,2021,7.83,152.76,,
28020,2022,,,,
28020,2023,,,,
28020,2024,,,,
28305,1986,,100.0,81.33,54.46
28305,1987,5.89,105.89,86.12,57.66
28305,1988,8.01,114.37,93.01,62.28
28305,1989,6.66,121.99,99.21,66.43
28305,1990,0.8,122.96,100.0,66.96
28305,1991,3.53,127.31,103.53,69.33
28305,1992,6.73,135.88,110.5,74.0
28305,1993,6.81,145.13,118.02,79.03
28305,1994,-1.93,142.33,115.75,77.51
28305,1995,12.66,160.35,130.41,87.32
28305,1996,0.15,160.6,130.6,87.46
28305,1997,4.31,167.52,136.23,91.22
28305,1998,3.65,173.63,141.2,94.55
28305,1999,0.68,174.81,142.17,95.2
28305,2000,5.04,183.63,149.34,100.0
28305,2001,3.88,190.76,155.14,103.88
28305,2002,2.21,194.97,158.56,106.18
28305,2003,1.27,197.46,160.58,107.53
28305,2004,4.56,206.47,167.91,112.44
28305,2005,9.02,225.09,183.05,122.58
28305,2006,8.09,243.29,197.85,132.49
28305,2007,6.94,260.18,211.59,141.68
28305,2008,-0.54,258.78,210.46,140.93
28305,2009,2.99,266.52,216.75,145.14
28305,2010,1.4,270.26,219.79,147.18
28305,2011,-2.26,264.15,214.82,143.85
28305,2012,-1.78,259.46,211.01,141.29
28305,2013,-0.07,259.27,210.85,141.19
28305,2014,-1.22,256.09,208.27,139.46
28305,2015,0.45,257.24,209.2,140.09
28305,2016,-0.41,256.19,208.35,139.51
28305,2017,-4.51,244.65,198.96,133.23
28305,2018,7.43,262.81,213.73,143.12
28305,2019,0.43,263.94,214.65,143.74
28305,2020,-0.28,263.2,214.05,143.33
28305,2021,13.59,298.97,243.14,162.81
28305,2022,9.52,327.44,266.29,178.32
28305,2023,11.5,365.09,296.91,198.82
28305,2024,10.4,403.06,327.79,219.5
28466,1996,,100.0,,76.71
28466,1997,6.53,106.53,,81.72
28466,1998,5.69,112.59,,86.37
28466,1999,5.49,118.76,,91.1
28466,2000,9.76,130.36,,100.0
28466,2001,2.99,134.26,,102.99
28466,2002,3.35,138.75,,106.44
28466,2003,-0.95,137.43,,105.43
28466,2004,8.0,148.43,,113.86
28466,2005,2.69,152.42,,116.92
28466,2006,8.38,165.19,,126.72
28466,2007,6.38,175.73,,134.8
