Five-Digit ZIP Code,Year,Annual Change (%),HPI,HPI with 1990 base,HPI with 2000 base
30116,2015,4.28,172.24,145.3,105.72
30116,2016,4.7,180.33,152.13,110.68
30116,2017,10.04,198.43,167.4,121.8
30116,2018,8.03,214.36,180.84,131.57
30116,2019,6.32,227.91,192.27,139.89
30116,2020,7.31,244.56,206.32,150.11
30116,2021,17.32,286.93,242.05,176.11
30116,2022,21.68,349.14,294.54,214.3
30116,2023,2.07,356.38,300.65,218.74
30116,2024,13.91,405.95,342.46,249.17
30439,1992,,100.0,,77.29
30439,1993,2.93,102.93,,79.56
30439,1994,2.37,105.37,,81.44
30439,1995,-1.54,103.75,,80.19
30439,1996,3.22,107.08,,82.77
30439,1997,5.57,113.04,,87.37
30439,1998,10.31,124.7,,96.38
30439,1999,1.19,126.18,,97.53
30439,2000,2.54,129.38,,100.0
30439,2001,9.03,141.06,,109.03
30439,2002,2.29,144.3,,111.53
30439,2003,5.58,152.35,,117.75
30439,2004,2.79,156.6,,121.04
30439,2005,1.76,159.36,,123.17
30439,2006,10.65,176.34,,136.29
30439,2007,7.95,190.36,,147.13
30439,2008,-2.15,186.26,,143.96
30439,2009,-3.81,179.16,,138.48
30439,2010,-6.56,167.42,,129.4
30439,2011,-5.81,157.69,,121.88
30439,2012,-11.42,139.68,,107.96
30439,2013,6.19,148.33,,114.64
30439,2014,1.54,150.61,,116.41
30439,2015,5.56,158.99,,122.88
30439,2016,-0.69,157.89,,122.04
30439,2017,-0.46,157.16,,121.47
30439,2018,7.15,168.4,,130.16
30439,2019,6.93,180.07,,139.17
30439,2020,-2.94,174.78,,135.09
30439,2021,17.64,205.61,,158.91
30439,2022,28.22,263.62,,203.76
30439,2023,-5.66,248.71,,192.23
30439,2024,,,,
32320,2001,,100.0,,
32320,2002,4.77,104.77,,
32320,2003,15.25,120.75,,
32320,2004,16.41,140.56,,
32320,2005,28.94,181.23,,
32320,2006,4.13,188.73,,
32320,2007,4.62,197.45,,
32320,2008,-14.9,168.02,,
32320,2009,-25.76,124.73,,
32320,2010,-7.05,115.94,,
32320,2011,3.3,119.76,,
32320,2012,-3.67,115.36,,
32320,2013,5.27,121.45,,
32320,2014,1.86,123.71,,
32320,2015,9.83,135.87,,
32320,2016,11.38,151.33,,
32320,2017,-4.25,144.91,,
32320,2018,8.26,156.88,,
32320,2019,18.15,185.36,,
32320,2020,-0.4,184.62,,
32320,2021,18.79,219.31,,
32320,2022,14.47,251.05,,
32320,2023,7.94,270.98,,
32320,2024,-5.96,254.83,,
32333,1998,,100.0,,97.76
32333,1999,3.91,103.91,,101.59
32333,2000,-1.56,102.29,,100.0
32333,2001,11.22,113.76,,111.22
32333,2002,2.92,117.08,,114.46
32333,2003,4.92,122.84,,120.09
32333,2004,11.66,137.15,,134.09
32333,2005,12.32,154.05,,150.61
32333,2006,15.79,178.37,,174.38
32333,2007,1.37,180.82,,176.78
32333,2008,-3.97,173.63,,169.75
32333,2009,-8.59,158.72,,155.17
32333,2010,-8.51,145.22,,141.97
32333,2011,-6.69,135.49,,132.47
32333,2012,-6.86,126.21,,123.38
32333,2013,3.52,130.65,,127.73
32333,2014,-5.29,123.74,,120.97
32333,2015,9.76,135.81,,132.78
32333,2016,-5.5,128.35,,125.48
32333,2017,9.91,141.06,,137.91
32333,2018,7.69,151.91,,148.52
32333,2019,8.42,164.7,,161.02
32333,2020,6.31,175.09,,171.17
32333,2021,11.79,195.73,,191.35
32333,2022,8.65,212.66,,207.9
32333,2023,12.75,239.76,,234.4
32333,2024,8.05,259.06,,253.26
32351,1998,,100.0,,94.01
32351,1999,-3.89,96.11,,90.35
32351,2000,10.68,106.37,,100.0
32351,2001,8.0,114.89,,108.0
32351,2002,2.16,117.37,,110.34
32351,2003,6.02,124.44,,116.98
32351,2004,12.68,140.21,,131.81
32351,2005,10.05,154.31,,145.06
32351,2006,18.37,182.65,,171.71
32351,2007,-0.65,181.46,,170.59
32351,2008,1.42,184.03,,173.01
32351,2009,-7.14,170.89,,160.65
32351,2010,-16.53,142.64,,134.1
32351,2011,-7.02,132.62,,124.68
32351,2012,-2.97,128.69,,120.98
32351,2013,5.13,135.29,,127.18
32351,2014,-9.92,121.86,,114.56
32351,2015,7.59,131.11,,123.26
32351,2016,-3.94,125.95,,118.4
32351,2017,17.71,148.25,,139.37
32351,2018,-0.48,147.54,,138.7
32351,2019,7.26,158.26,,148.78
32351,2020,4.7,165.7,,155.77
32351,2021,10.7,183.43,,172.44
32351,2022,20.12,220.33,,207.13
32351,2023,21.71,268.16,,252.1
32351,2024,-7.31,248.56,,233.67
32446,1992,,100.0,,79.24
32446,1993,2.93,102.93,,81.56
32446,1994,2.55,105.55,,83.63
32446,1995,8.3,114.31,,90.57
32446,1996,-1.08,113.07,,89.59
32446,1997,2.97,116.43,,92.25
32446,1998,5.53,122.86,,97.35
32446,1999,0.26,123.18,,97.61
32446,2000,2.45,126.2,,100.0
32446,2001,3.05,130.05,,103.05
32446,2002,4.96,136.5,,108.16
32446,2003,5.46,143.96,,114.07
32446,2004,8.69,156.47,,123.98
32446,2005,21.06,189.43,,150.1
32446,2006,14.02,215.99,,171.14
32446,2007,1.11,218.39,,173.05
32446,2008,-3.15,211.52,,167.6
32446,2009,-4.85,201.26,,159.47
32446,2010,-7.71,185.75,,147.18
32446,2011,-3.1,179.98,,142.61
32446,2012,-9.31,163.24,,129.34
32446,2013,-5.17,154.79,,122.65
32446,2014,6.11,164.25,,130.14
32446,2015,4.36,171.41,,135.82
32446,2016,-1.69,168.51,,133.53
32446,2017,8.77,183.29,,145.23
32446,2018,1.77,186.53,,147.8
32446,2019,0.86,188.14,,149.08
32446,2020,11.37,209.53,,166.03
32446,2021,5.91,221.91,,175.83
32446,2022,18.24,262.39,,207.91
32446,2023,13.11,296.8,,235.17
32446,2024,-2.18,290.31,,230.04
32466,1993,,100.0,,79.93
32466,1994,11.09,111.09,,88.8
32466,1995,-10.55,99.36,,79.43
32466,1996,8.72,108.03,,86.35
32466,1997,7.25,115.86,,92.61
32466,1998,5.87,122.66,,98.05
32466,1999,-6.13,115.15,,92.04
32466,2000,8.65,125.1,,100.0
32466,2001,7.94,135.04,,107.94
32466,2002,-1.21,133.41,,106.64
32466,2003,6.51,142.09,,113.58
32466,2004,17.94,167.58,,133.95
32466,2005,30.77,219.15,,175.17
32466,2006,8.62,238.03,,190.26
32466,2007,-1.97,233.35,,186.52
32466,2008,-9.46,211.27,,168.87
32466,2009,-5.79,199.03,,159.09
32466,2010,-11.1,176.94,,141.43
32466,2011,-13.47,153.1,,122.38
32466,2012,6.02,162.32,,129.75
32466,2013,-9.58,146.77,,117.32
32466,2014,19.91,175.99,,140.68
32466,2015,-10.11,158.2,,126.46
32466,2016,7.42,169.94,,135.84
32466,2017,4.26,177.18,,141.62
32466,2018,11.68,197.87,,158.16
32466,2019,6.81,211.33,,168.92
32466,2020,0.85,213.12,,170.35
32466,2021,6.03,225.97,,180.62
32466,2022,34.2,303.25,,242.39
32466,2023,,,,
32466,2024,,296.09,,236.67
32570,1991,,100.0,,69.32
32570,1992,8.45,108.45,,75.18
32570,1993,0.6,109.1,,75.63
32570,1994,3.11,112.49,,77.98
32570,1995,3.35,116.26,,80.6
32570,1996,8.23,125.82,,87.23
32570,1997,4.88,131.96,,91.48
32570,1998,3.07,136.02,,94.29
32570,1999,1.35,137.85,,95.57
32570,2000,4.64,144.25,,100.0
32570,2001,3.72,149.61,,103.72
32570,2002,1.4,151.71,,105.18
32570,2003,3.85,157.55,,109.22
32570,2004,9.83,173.04,,119.96
32570,2005,26.0,218.03,,151.15
32570,2006,8.99,237.64,,164.75
32570,2007,0.04,237.73,,164.81
32570,2008,-8.67,217.12,,150.52
32570,2009,-7.81,200.16,,138.76
32570,2010,-6.99,186.17,,129.06
32570,2011,-5.5,175.94,,121.97
32570,2012,-4.39,168.21,,116.61
32570,2013,-0.7,167.04,,115.8
32570,2014,0.87,168.49,,116.8
32570,2015,7.82,181.66,,125.94
32570,2016,6.11,192.75,,133.62
32570,2017,7.15,206.53,,143.18
32570,2018,6.09,219.11,,151.89
32570,2019,8.5,237.72,,164.8
32570,2020,5.79,251.5,,174.35
32570,2021,16.51,293.01,,203.13
32570,2022,25.48,367.66,,254.88
32570,2023,5.23,386.89,,268.21
32570,2024,2.86,397.96,,275.88
32693,2002,,100.0,,
32693,2003,4.97,104.97,,
32693,2004,16.74,122.54,,
32693,2005,20.1,147.17,,
32693,2006,24.32,182.97,,
32693,2007,1.61,185.91,,
32693,2008,-3.47,179.46,,
32693,2009,-16.1,150.57,,
32693,2010,-14.41,128.87,,
32693,2011,2.19,131.69,,
32693,2012,-6.48,123.16,,
32693,2013,-4.03,118.19,,
32693,2014,6.69,126.1,,
32693,2015,1.78,128.34,,
32693,2016,12.14,143.93,,
32693,2017,2.74,147.87,,
32693,2018,4.36,154.32,,
32693,2019,9.63,169.19,,
32693,2020,-1.24,167.1,,
32693,2021,15.9,193.67,,
32693,2022,19.45,231.34,,
32693,2023,14.08,263.9,,
32693,2024,8.8,287.11,,
32744,1993,,100.0,,78.73
32744,1994,-0.22,99.78,,78.55
32744,1995,9.77,109.53,,86.23
32744,1996,5.54,115.59,,91.0
32744,1997,-8.52,105.75,,83.25
32744,1998,18.75,125.58,,98.86
32744,1999,6.42,133.64,,105.21
32744,2000,-4.95,127.02,,100.0
32744,2001,21.4,154.21,,121.4
32744,2002,7.14,165.21,,130.06
32744,2003,10.69,182.88,,143.97
32744,2004,18.96,217.54,,171.26
32744,2005,18.41,257.6,,202.79
32744,2006,27.97,329.65,,259.52
32744,2007,-5.86,310.33,,244.31
32744,2008,-0.79,307.87,,242.37
32744,2009,-21.57,241.45,,190.08
32744,2010,-23.72,184.18,,144.99
32744,2011,7.84,198.61,,156.35
32744,2012,-12.19,174.39,,137.29
32744,2013,4.99,183.09,,144.13
32744,2014,12.81,206.53,,162.59
32744,2015,9.49,226.14,,178.03
32744,2016,6.87,241.67,,190.25
32744,2017,18.83,287.17,,226.08
32744,2018,6.44,305.67,,240.64
32744,2019,7.2,327.69,,257.97
32744,2020,5.46,345.57,,272.05
32744,2021,16.06,401.07,,315.74
32744,2022,27.83,512.69,,403.62
32744,2023,9.91,563.48,,443.6
32744,2024,-3.94,541.27,,426.12
33076,1989,,100.0,108.23,97.88
33076,1990,-7.6,92.4,100.0,90.44
33076,1991,-0.77,91.68,99.23,89.74
33076,1992,2.25,93.74,101.46,91.76
33076,1993,-0.09,93.66,101.37,91.67
33076,1994,-2.38,91.43,98.95,89.49
33076,1995,3.29,94.44,102.21,92.44
33076,1996,-3.55,91.08,98.58,89.15
33076,1997,0.53,91.56,99.1,89.62
33076,1998,2.85,94.18,101.93,92.18
33076,1999,1.13,95.24,103.07,93.22
33076,2000,7.27,102.16,110.57,100.0
33076,2001,11.76,114.18,123.58,111.76
33076,2002,10.64,126.33,136.73,123.66
33076,2003,7.37,135.64,146.8,132.77
33076,2004,17.09,158.83,171.9,155.46
33076,2005,27.3,202.18,218.82,197.9
33076,2006,13.28,229.02,247.87,224.17
33076,2007,-10.88,204.11,220.91,199.78
33076,2008,-16.21,171.01,185.09,167.39
33076,2009,-16.68,142.49,154.22,139.47
33076,2010,-1.04,141.01,152.62,138.03
33076,2011,-2.83,137.02,148.3,134.12
33076,2012,0.25,137.36,148.66,134.45
33076,2013,7.37,147.48,159.62,144.36
33076,2014,15.13,169.8,183.78,166.2
33076,2015,-2.7,165.21,178.81,161.71
33076,2016,4.5,172.64,186.85,168.98
33076,2017,8.56,187.41,202.84,183.44
33076,2018,4.71,196.23,212.38,192.07
33076,2019,3.55,203.19,219.91,198.89
33076,2020,-0.08,203.02,219.73,198.72
33076,2021,17.46,238.47,258.09,233.42
33076,2022,22.23,291.48,315.47,285.3
33076,2023,5.18,306.58,331.81,300.08
33076,2024,5.62,323.82,350.47,316.96
33332,1977,,100.0,38.94,27.65
33332,1978,25.07,125.07,48.7,34.59
33332,1979,-10.81,111.55,43.44,30.85
33332,1980,,,,
33332,1981,,144.58,56.3,39.98
33332,1982,-26.57,106.17,41.34,29.36
33332,1983,48.59,157.75,61.43,43.62
33332,1984,,,,
33332,1985,,175.53,68.35,48.54
33332,1986,6.69,187.26,72.92,51.78
33332,1987,4.98,196.58,76.55,54.36
33332,1988,10.6,217.41,84.66,60.12
33332,1989,9.64,238.36,92.82,65.91
33332,1990,7.74,256.8,100.0,71.01
33332,1991,-0.91,254.48,99.09,70.37
33332,1992,3.34,262.98,102.41,72.72
33332,1993,3.3,271.67,105.79,75.12
33332,1994,5.3,286.07,111.4,79.11
33332,1995,1.67,290.84,113.26,80.43
33332,1996,2.9,299.27,116.54,82.76
33332,1997,4.04,311.36,121.25,86.1
33332,1998,5.3,327.88,127.68,90.67
33332,1999,5.01,344.31,134.07,95.21
33332,2000,5.03,361.62,140.82,100.0
33332,2001,9.14,394.67,153.69,109.14
33332,2002,16.08,458.15,178.4,126.69
33332,2003,10.55,506.48,197.22,140.06
33332,2004,20.99,612.81,238.63,169.46
33332,2005,24.99,765.96,298.27,211.81
33332,2006,18.96,911.21,354.83,251.98
33332,2007,-5.3,862.9,336.01,238.62
33332,2008,-17.35,713.22,277.73,197.23
33332,2009,-17.12,591.11,230.18,163.46
33332,2010,-6.37,553.45,215.51,153.04
33332,2011,-3.31,535.12,208.38,147.98
33332,2012,-0.4,532.96,207.53,147.38
33332,2013,11.37,593.55,231.13,164.14
33332,2014,8.05,641.32,249.73,177.34
33332,2015,8.37,694.98,270.62,192.18
33332,2016,0.06,695.41,270.79,192.3
33332,2017,11.89,778.07,302.98,215.16
33332,2018,-1.37,767.39,298.82,212.21
33332,2019,10.7,849.53,330.81,234.92
33332,2020,2.74,872.8,339.87,241.36
33332,2021,10.69,966.12,376.21,267.16
33332,2022,33.31,1287.92,501.52,356.15
33332,2023,4.12,1340.93,522.16,370.81
33332,2024,,,,
33440,1986,,100.0,83.69,69.17
33440,1987,4.7,104.7,87.62,72.42
33440,1988,0.99,105.73,88.48,73.14
33440,1989,-4.43,101.05,84.56,69.9
33440,1990,18.26,119.49,100.0,82.66
33440,1991,3.4,123.55,103.4,85.47
33440,1992,-5.61,116.62,97.6,80.67
33440,1993,-1.82,114.5,95.82,79.2
33440,1994,-3.48,110.51,92.48,76.44
33440,1995,3.9,114.82,96.09,79.43
33440,1996,4.05,119.47,99.98,82.64
33440,1997,7.7,128.66,107.67,89.0
33440,1998,-0.63,127.85,107.0,88.44
33440,1999,4.76,133.95,112.09,92.66
33440,2000,7.93,144.56,120.98,100.0
33440,2001,2.83,148.66,124.41,102.83
33440,2002,3.44,153.77,128.69,106.37
33440,2003,6.77,164.18,137.4,113.57
33440,2004,16.86,191.85,160.56,132.71
33440,2005,26.38,242.47,202.91,167.73
33440,2006,19.75,290.35,242.98,200.85
33440,2007,6.52,309.28,258.83,213.95
33440,2008,-15.0,262.89,220.0,181.85
33440,2009,-20.34,209.41,175.25,144.86
33440,2010,-21.08,165.26,138.3,114.32
33440,2011,-4.49,157.85,132.1,109.19
33440,2012,-3.1,152.95,128.0,105.8
33440,2013,4.32,159.56,133.53,110.38
33440,2014,-4.82,151.88,127.1,105.06
33440,2015,8.8,165.24,138.29,114.31
33440,2016,21.88,201.4,168.54,139.32
33440,2017,5.01,211.48,176.98,146.29
33440,2018,9.0,230.53,192.92,159.46
33440,2019,9.68,252.84,211.59,174.9
33440,2020,6.39,268.99,225.11,186.07
33440,2021,10.87,298.24,249.58,206.3
33440,2022,18.31,352.84,295.28,244.08
33440,2023,21.62,429.12,359.12,296.84
33440,2024,-4.87,408.25,341.64,282.4
33572,1979,,100.0,44.04,31.71
33572,1980,21.92,121.92,53.69,38.66
33572,1981,-4.73,116.15,51.15,36.83
33572,1982,24.79,144.95,63.83,45.96
33572,1983,27.79,185.22,81.57,58.73
33572,1984,-10.32,166.11,73.15,52.67
33572,1985,6.12,176.28,77.63,55.9
33572,1986,10.39,194.6,85.7,61.71
33572,1987,1.1,196.74,86.64,62.38
33572,1988,9.63,215.68,94.98,68.39
33572,1989,4.42,225.2,99.18,71.41
33572,1990,0.83,227.07,100.0,72.0
33572,1991,2.29,232.27,102.29,73.65
33572,1992,2.11,237.18,104.45,75.21
33572,1993,0.28,237.83,104.74,75.42
33572,1994,0.13,238.14,104.87,75.51
33572,1995,2.51,244.11,107.5,77.41
33572,1996,3.78,253.35,111.57,80.34
33572,1997,2.27,259.1,114.1,82.16
33572,1998,3.02,266.91,117.55,84.64
33572,1999,8.07,288.46,127.03,91.47
33572,2000,9.33,315.36,138.88,100.0
33572,2001,9.04,343.88,151.44,109.04
33572,2002,9.94,378.06,166.49,119.88
33572,2003,11.22,420.49,185.18,133.33
33572,2004,16.65,490.48,216.0,155.53
33572,2005,31.57,645.34,284.2,204.64
33572,2006,17.61,758.99,334.25,240.67
33572,2007,-11.43,672.26,296.05,213.17
33572,2008,-18.13,550.37,242.38,174.52
33572,2009,-18.46,448.78,197.64,142.31
33572,2010,-5.2,425.42,187.35,134.9
33572,2011,-6.62,397.25,174.94,125.97
33572,2012,3.98,413.04,181.9,130.97
33572,2013,6.49,439.84,193.7,139.47
33572,2014,12.77,496.02,218.44,157.29
33572,2015,2.81,509.95,224.57,161.7
33572,2016,7.95,550.51,242.44,174.56
33572,2017,11.13,611.78,269.42,193.99
33572,2018,2.52,627.21,276.21,198.89
33572,2019,6.48,667.84,294.11,211.77
33572,2020,6.93,714.1,314.48,226.44
33572,2021,17.9,841.92,370.77,266.97
33572,2022,36.44,1148.68,505.86,364.24
33572,2023,0.62,1155.79,509.0,366.5
33572,2024,-6.98,1075.13,473.47,340.92
33825,1992,,100.0,,81.82
33825,1993,17.13,117.13,,95.84
33825,1994,-13.19,101.68,,83.2
33825,1995,7.53,109.34,,89.46
33825,1996,6.92,116.9,,95.65
33825,1997,-1.09,115.62,,94.6
33825,1998,2.71,118.76,,97.17
33825,1999,4.0,123.51,,101.06
33825,2000,-1.05,122.22,,100.0
33825,2001,11.51,136.28,,111.51
33825,2002,5.29,143.5,,117.41
33825,2003,5.1,150.82,,123.41
33825,2004,19.08,179.59,,146.95
33825,2005,30.0,233.47,,191.03
33825,2006,20.18,280.58,,229.58
33825,2007,1.84,285.75,,233.81
33825,2008,-11.16,253.86,,207.71
33825,2009,-20.37,202.15,,165.4
33825,2010,-13.6,174.66,,142.91
33825,2011,-10.99,155.47,,127.21
33825,2012,-8.24,142.66,,116.73
33825,2013,-0.42,142.06,,116.24
33825,2014,5.83,150.33,,123.01
33825,2015,10.55,166.19,,135.98
33825,2016,10.96,184.41,,150.89
33825,2017,7.58,198.38,,162.32
33825,2018,11.51,221.21,,181.0
33825,2019,3.35,228.63,,187.07
33825,2020,8.85,248.86,,203.62
33825,2021,22.05,303.74,,248.53
33825,2022,22.69,372.66,,304.92
33825,2023,8.07,402.73,,329.52
33825,2024,3.77,417.9,,341.94
34142,2003,,100.0,,
34142,2004,30.45,130.45,,
34142,2005,5.06,137.05,,
34142,2006,32.41,181.47,,
34142,2007,7.55,195.17,,
34142,2008,-33.95,128.92,,
34142,2009,,,,
34142,2010,,91.63,,
34142,2011,,,,
34142,2012,,103.91,,
34142,2013,-3.8,99.96,,
34142,2014,,,,
34142,2015,,112.51,,
34142,2016,9.31,122.99,,
34142,2017,0.96,124.17,,
34142,2018,3.21,128.16,,
34142,2019,14.32,146.51,,
34142,2020,8.53,159.0,,
34142,2021,13.14,179.9,,
34142,2022,31.94,237.35,,
34142,2023,,,,
34142,2024,,285.89,,
34266,1995,,100.0,,84.72
34266,1996,7.81,107.81,,91.34
34266,1997,-1.73,105.94,,89.76
34266,1998,11.1,117.7,,99.71
34266,1999,-3.69,113.35,,96.03
34266,2000,4.13,118.03,,100.0
34266,2001,19.67,141.25,,119.67
34266,2002,-1.69,138.87,,117.65
34266,2003,11.15,154.34,,130.76
34266,2004,18.8,183.36,,155.34
34266,2005,33.56,244.89,,207.47
34266,2006,21.23,296.89,,251.53
34266,2007,-0.7,294.81,,249.76
34266,2008,-16.55,246.02,,208.43
34266,2009,-19.42,198.24,,167.95
34266,2010,-16.66,165.21,,139.97
34266,2011,-11.18,146.73,,124.31
34266,2012,-3.18,142.07,,120.36
34266,2013,5.65,150.1,,127.16
34266,2014,7.62,161.53,,136.85
34266,2015,6.79,172.5,,146.14
34266,2016,19.42,205.99,,174.52
34266,2017,7.81,222.07,,188.14
34266,2018,6.93,237.47,,201.18
34266,2019,10.84,263.21,,223.0
34266,2020,2.66,270.22,,228.93
34266,2021,15.84,313.03,,265.2
34266,2022,37.45,430.27,,364.53
34266,2023,-0.05,430.06,,364.35
34266,2024,-1.9,421.88,,357.42
34433,1999,,100.0,,92.07
34433,2000,8.62,108.62,,100.0
34433,2001,3.42,112.33,,103.42
34433,2002,7.88,121.18,,111.56
34433,2003,6.61,129.19,,118.94
34433,2004,12.99,145.96,,134.38
34433,2005,30.76,190.87,,175.73
34433,2006,18.36,225.92,,208.0
34433,2007,-4.77,215.15,,198.08
34433,2008,-8.73,196.37,,180.79
34433,2009,-23.56,150.1,,138.19
34433,2010,-4.77,142.93,,131.59
34433,2011,-5.58,134.96,,124.25
34433,2012,-6.86,125.7,,115.73
34433,2013,1.8,127.96,,117.81
34433,2014,1.52,129.91,,119.6
34433,2015,10.29,143.28,,131.91
34433,2016,10.25,157.96,,145.43
34433,2017,2.34,161.65,,148.83
34433,2018,19.02,192.39,,177.13
34433,2019,7.81,207.41,,190.96
34433,2020,-0.53,206.31,,189.95
34433,2021,18.29,244.04,,224.68
34433,2022,26.09,307.71,,283.3
34433,2023,6.16,326.67,,300.75
34433,2024,3.12,336.87,,310.15
34498,2003,,100.0,,
34498,2004,29.6,129.6,,
34498,2005,34.63,174.48,,
34498,2006,12.67,196.59,,
34498,2007,2.24,201.0,,
34498,2008,-19.67,161.47,,
34498,2009,-13.18,140.19,,
34498,2010,1.49,142.28,,
34498,2011,-19.0,115.25,,
34498,2012,-10.01,103.71,,
34498,2013,-15.67,87.46,,
34498,2014,25.49,109.75,,
34498,2015,20.05,131.76,,
34498,2016,,,,
34498,2017,,105.19,,
34498,2018,20.34,126.59,,
34498,2019,11.75,141.45,,
34498,2020,5.96,149.88,,
34498,2021,4.8,157.07,,
34498,2022,32.18,207.62,,
34498,2023,,,,
34498,2024,,213.94,,
34601,1986,,100.0,77.76,66.26
34601,1987,-5.2,94.8,73.72,62.81
34601,1988,1.41,96.14,74.76,63.7
34601,1989,23.94,119.15,92.65,78.94
34601,1990,7.93,128.6,100.0,85.2
34601,1991,-4.46,122.87,95.54,81.41
34601,1992,0.25,123.17,95.78,81.61
34601,1993,2.99,126.86,98.65,84.05
34601,1994,-6.34,118.81,92.39,78.72
34601,1995,4.6,124.28,96.65,82.35
34601,1996,5.61,131.26,102.07,86.97
34601,1997,3.49,135.84,105.63,90.0
34601,1998,0.97,137.16,106.66,90.88
34601,1999,1.38,139.05,108.13,92.13
34601,2000,8.54,150.93,117.37,100.0
34601,2001,10.19,166.31,129.33,110.19
34601,2002,6.49,177.1,137.72,117.34
34601,2003,6.18,188.05,146.23,124.6
34601,2004,14.06,214.49,166.8,142.12
34601,2005,23.43,264.75,205.88,175.41
34601,2006,22.09,323.23,251.35,214.16
34601,2007,-1.73,317.62,247.0,210.45
34601,2008,-9.14,288.6,224.43,191.22
34601,2009,-17.55,237.96,185.05,157.67
34601,2010,-11.9,209.64,163.02,138.9
34601,2011,-11.42,185.69,144.4,123.03
34601,2012,-6.63,173.38,134.82,114.88
34601,2013,2.61,177.9,138.34,117.87
34601,2014,13.07,201.15,156.42,133.28
34601,2015,3.93,209.05,162.57,138.51
34601,2016,7.11,223.91,174.12,148.35
34601,2017,9.61,245.43,190.85,162.61
34601,2018,12.08,275.09,213.92,182.26
34601,2019,1.33,278.75,216.77,184.69
34601,2020,8.42,302.23,235.02,200.25
34601,2021,22.51,370.25,287.92,245.32
34601,2022,22.3,452.83,352.14,300.03
34601,2023,15.11,521.23,405.33,345.35
34601,2024,9.3,569.71,443.03,377.48
34602,1992,,100.0,,81.26
34602,1993,8.93,108.93,,88.52
34602,1994,-4.18,104.37,,84.81
34602,1995,-2.08,102.2,,83.05
34602,1996,3.9,106.18,,86.29
34602,1997,-0.57,105.57,,85.79
34602,1998,6.65,112.6,,91.5
34602,1999,0.01,112.61,,91.51
34602,2000,9.28,123.05,,100.0
34602,2001,9.17,134.34,,109.17
34602,2002,8.43,145.67,,118.38
34602,2003,8.92,158.67,,128.94
34602,2004,16.73,185.21,,150.51
34602,2005,28.07,237.21,,192.77
34602,2006,17.43,278.57,,226.38
34602,2007,4.02,289.76,,235.47
34602,2008,-17.6,238.75,,194.02
34602,2009,-19.52,192.15,,156.15
34602,2010,-13.34,166.52,,135.32
34602,2011,-11.65,147.12,,119.56
34602,2012,-3.17,142.46,,115.77
34602,2013,3.27,147.12,,119.55
34602,2014,14.82,168.92,,137.27
34602,2015,7.23,181.13,,147.19
34602,2016,12.08,203.01,,164.97
34602,2017,8.0,219.25,,178.17
34602,2018,3.64,227.22,,184.65
34602,2019,8.7,246.98,,200.71
34602,2020,8.37,267.64,,217.5
34602,2021,16.23,311.09,,252.8
34602,2022,25.95,391.81,,318.4
34602,2023,20.65,472.72,,384.16
34602,2024,-10.01,425.41,,345.71
34756,1991,,100.0,,75.2
34756,1992,0.24,100.24,,75.38
34756,1993,2.99,103.24,,77.64
34756,1994,-0.2,103.03,,77.48
34756,1995,7.68,110.94,,83.43
34756,1996,-3.25,107.34,,80.72
34756,1997,7.27,115.14,,86.59
34756,1998,5.6,121.59,,91.44
34756,1999,5.57,128.37,,96.53
34756,2000,3.59,132.97,,100.0
34756,2001,11.06,147.68,,111.06
34756,2002,2.4,151.22,,113.72
34756,2003,8.44,163.99,,123.32
34756,2004,6.36,174.41,,131.16
34756,2005,42.88,249.19,,187.4
34756,2006,16.41,290.08,,218.15
34756,2007,4.47,303.05,,227.9
34756,2008,-14.51,259.07,,194.83
34756,2009,-28.5,185.23,,139.3
34756,2010,-6.74,172.74,,129.91
34756,2011,-15.76,145.51,,109.43
34756,2012,6.51,154.98,,116.55
34756,2013,11.27,172.45,,129.69
34756,2014,7.76,185.83,,139.75
34756,2015,20.88,224.64,,168.93
34756,2016,1.38,227.73,,171.26
34756,2017,6.55,242.64,,182.47
34756,2018,17.72,285.64,,214.81
34756,2019,-4.35,273.23,,205.48
34756,2020,6.15,290.03,,218.11
34756,2021,16.53,337.96,,254.16
34756,2022,15.99,392.01,,294.81
34756,2023,-3.08,379.95,,285.73
34756,2024,,,,
34956,2001,,100.0,,
34956,2002,8.97,108.97,,
34956,2003,13.4,123.57,,
34956,2004,22.17,150.97,,
34956,2005,28.52,194.03,,
34956,2006,19.69,232.24,,
34956,2007,-6.14,217.99,,
34956,2008,-9.24,197.86,,
34956,2009,-23.51,151.34,,
34956,2010,-14.71,129.07,,
34956,2011,-5.08,122.52,,
34956,2012,-4.3,117.25,,
34956,2013,-18.7,95.33,,
34956,2014,43.72,137.0,,
34956,2015,-3.82,131.76,,
34956,2016,12.18,147.81,,
34956,2017,7.43,158.79,,
34956,2018,12.53,178.7,,
34956,2019,3.77,185.43,,
34956,2020,4.22,193.26,,
34956,2021,27.4,246.21,,
34956,2022,18.22,291.06,,
34956,2023,5.63,307.45,,
34956,2024,19.46,367.27,,
35475,1991,,100.0,,64.69
35475,1992,1.32,101.32,,65.54
35475,1993,7.18,108.6,,70.25
35475,1994,7.64,116.9,,75.62
35475,1995,8.4,126.72,,81.97
35475,1996,5.64,133.86,,86.59
35475,1997,5.75,141.57,,91.57
35475,1998,2.66,145.34,,94.01
35475,1999,2.85,149.48,,96.69
35475,2000,3.42,154.59,,100.0
35475,2001,3.16,159.47,,103.16
